Automobile ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Weight Class ID,Category ID,Model,Model Year,City Range,Highway Range,City Fuel Economy,City Fuel Economy Units,Highway Fuel Economy,Highway Fuel Economy Units,City Gas Fuel Economy,Highway Gas Fuel Economy,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Battery Type,Battery Voltage Amps,110v Charge Time,220v Charge Time,Warranty Info,Ordering Info,Description,Comments,Manufacturer,Manufacturer URL,Fuel Code,Fuel,Category,Fuel Configuration Name
208,41,1,319,"",9,Citivan,2002,"","","",kWh/100miles,"",kWh/100miles,"",0.0,Type Single-speed automatic,70kW Solectria AC Induction Direct-Drive,"","","",Lead Acid,312,"",15 hrs,"",Order window for 2002 model Citivan is open. All vehicles are made to order.  Delivery time is approximately 4 months. Call Solectria for a quote and delivery details.,This delivery van is powered by a 70kW Solectria AC Induction                         Direct-Drive motor with regenerative             braking         and     a Single-speed     automatic     drive     system.     It is   ideal       for     demanding     applications     in   urban     environments.,"",Solectria,http://www.solectria.com,ELEC,Electric,Van,Dedicated
219,3,1,221,"",27,Camry,2002,270,"","","","","","","",4-speed automatic,16-valve DOHC,2.2L,4,"","","","","","","",4 door sedan,"",Toyota,http://www.toyota.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dedicated
545,45,9,221,"",27,Prius Hybrid,2002,"","",60.0,mpg,51.0,mpg,"","",ECVT,(DOHC) 16 valve with (VVT-i) and electric permanent magnet,1.5 liter,4,"",Nickel-metal hydride,201.6,"","","",Available from your local Toyota dealer.  12 week delivery time.,"The Prius is a gasoline-electric hybrid vehicle that can travel over 500 miles. Although it does not comply with EPACT, the Prius does satisfy Super Ultra Low Emission Vehicle (SULEV) and California Advanced Technology Partial Zero Emission Vehicle (AT-PZEV) standards. Available with an electronically controlled continuously variable transmission (ECVT), Prius seats up to 5 passengers.","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
209,41,1,221,"",29,RAV4-EV,2002,126,"",29.0,kWh/100miles,37.0,kWh/100miles,22.0,26.0,single speed,Permanent-Magnet 50 kW DC,"","","",Nickel-metal hydride,288,"",8 hours,"","",The RAV4-EV is available for lease by selected fleets for $599 a month.,"",Toyota,http://www.toyota.com,ELEC,Electric,SUV,Dedicated
101,3,3,215,"",27,Chevrolet Cavalier,2001,"","",20.0,mpgge,27.0,mpgge,23.0,29.0,4-speed automatic,2200 L4,2.2 L,4,"","","","","","","","The Bi-Fuel Chevrolet Cavalier sedan combines comfort and                 sporty styling with the advantages of environmentally                 conscious natural gas operation.        This   alternative       fuel vehicle operates   on   compressed     natural   gas   (CNG),   and     switches   over to   gasoline   when the   CNG tank   is   depleted.        The   Cavalier   also provides   a comprehensive         safety   package   including   4-wheel     anti-lock     brakes, dual     front air   bags,     and daytime   running     lamps.","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dual/Bi-Fueled
109,3,3,215,"",9,Express,2001,"","","",mpg,"",mpg,"","","","",5.7 L,8,"","","","","","","","This van can be customized to fit specific fleet requirements,         and provide enough room for up to 15 passengers         or 316.8 cubic feet of cargo. The Express     runs   on   compressed   natural gas, but can switch     to conventional     gas   when the CNG tank is depleted.","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Van,Dual/Bi-Fueled
100,11,5,215,"",25,S-10 FFV,2001,"","",16.0,mpg,20.0,mpg,22.0,28.0,4-speed automatic/5 spd manual,Vortec 2200,2.2 L,4,"","","","","","","","This flexible Fuel light duty pickup can handle a variety             of utility and construction duties. The Chevy     S-10       is   available in either a 5-speed manual   transmisison         with   overdrive, or a 4-speed   automatic.   Models include a regular and extended cab   short box   and regular cab long box versions.","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
133,55,1,215,"",25,Silverado,2001,"","","",mpg,"",mpg,"","","",Vortec 6000,"",8,"","","","","","","","Dedicated Propane Medium-duty pickup truck. Available in     regular or extended cab, two-wheel or four-wheel drive.","",Chevrolet,http://www.chevrolet.com,LPG,Propane,Truck,Dedicated
107,3,1,215,"",25,Silverado,2001,"","","",mpg,"",mpg,"","","",Vortec 6000,"",8,"","","","","","","","Dedicated CNG Medium-duty pickup truck available in regular         or extended cab, two-wheel or four-wheel drive.","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Truck,Dedicated
136,11,5,223,"",9,Grand Voyager FFV,2001,"","",18.0,mpg,24.0,mpg,0.0,0.0,4-speed automatic,"",3.3 L,6,"","","","","","","","The Chrysler Grand Voyager is a flexible fuel minivan that           can run on E85 (85% ethanol and 15% gasoline),     unleaded         gasoline, or any combination of the   two   fuels.","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
120,11,5,223,"",9,Town and Country FFV,2001,"","","","","","",18.0,24.0,4-speed automatic,"",3.3 L,6,"","","","","","","","E85 capability is standard on this Flexible Fuel minivan,           featuring a 4-speed automatic transmission and     3.3-liter       V6 engine. Sticker price reflects the   Lxi   model.","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
135,11,5,223,"",9,Voyager FFV,2001,"","","","","","",18.0,24.0,4-speed automatic,"",3.3 L,6,"","","","","","","","The Chrysler Voyager is a  flexible fuel minivan that can                     run on E85 (85% ethanol and 15% gasoline),           unleaded         gasoline, or any combination     of   the   two   fuels.","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
116,11,5,225,"",9,Caravan FFV,2001,"","","","","","",18.0,24.0,4-speed automatic,"",3.3 L,6,"","","","","","","","The Dodge Caravan is a flexible fuel minivan that can run       on E85 (85% ethanol and 15% gasoline), unleaded gasoline,         or any combination of the two fuels.","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
119,11,5,225,"",9,Grand Caravan FFV,2001,"","",18.0,mpg,24.0,mpg,0.0,0.0,4-speed automatic,"",3.3 L,6,"","","","","","","","The Dodge Grand Caravans is a flexible fuel minivan that     can   run on E85 (85% ethanol and 15% gasoline), unleaded     gasoline, or any combination of the two fuels.","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
112,3,1,225,"",9,Ram Maxi Van,2001,"","",12.0,mpg,16.0,mpg,13.0,19.0,4-speed automatic,Magnum,5.2 L,8,"","","","","","","","Dodge Ram Maxi Van features impressive people-and cargo-hauling                                 capability, with   unibody         construction             for     increased             payload. Avaiable         in 2500     and     3500     models     the       Ram   Maxi     is       California     (SULEV)certified.         Sticker   price     is for   the   2500     model.","",Dodge,http://www.dodge.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
114,3,1,225,"",9,Ram Maxi Wagon,2001,"","","","","","","","",4-speed automatic,Magnum,5.2 L,8,"","","","","","","",The 2001 Ram Maxi Wagons are popular with fleets that require                           maximum people and cargo   hauling         capability.             Ram   Maxi Wagons       can   carry   up   to   15   people.     This     vehicle         is California       (SULEV)     Certified.,"",Dodge,http://www.dodge.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
111,3,1,225,"",9,Ram Van,2001,"","",12.0,mpg,16.0,mpg,13.0,19.0,4-speed automatic,Magnum,5.2 L,8,"","","","","","","","Dodge Ram Van features impressive people-and cargo-hauling                                     capability, with unibody         construction               for     increased                   payload. Avaiable         in 2500     and       3500       models     the     Ram Van     is   California                 (SULEV)       certified.       Sticker     price   is     for the     2500 model.","",Dodge,http://www.dodge.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
113,3,1,225,"",9,Ram Wagon,2001,"","","","","","",15.0,17.0,4-speed automatic,Magnum,5.2 L,8,"","","","","","","",The 2001 Ram Wagon is popular with fleets that require                                       maximum people and cargo       hauling         capability.             Ram       Wagons                 can   carry   up   to   eight     people.         This       vehicle         is   California                   (SULEV)     Certified.,"",Dodge,http://www.dodge.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
96,3,1,219,"",27,Crown Victoria CNG,2001,"","",15.0,mpgge,23.0,mpgge,18.0,25.0,"electronic, 4-speed automatic",SEFI V8,4.6 L,8,"","","","","","","","Ford's compressed natural gas Crown Victoria is a   state-of-the-art                                   AFV that builds         on         Crown       Victoria's                   reputation                     as an exceptional               full-size         sedan.                It   is   a     CARB-certified                 ultra             low emission         vehicle.     Sticker   price           reflects         the standard     fuel tank         configuration,       but     extended range     options     are   available.","",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dedicated
127,3,1,219,"",25,E-450 Cutaway,2001,"","",12.0,mpgge,15.0,mpgge,"","",4-speed automatic,Triton,5.4 L,10,"","","","","","","","The E-450 Cutaway can be adapted for various cargo hauling       and people moving applications. It has a 5.4-liter,                     V-8 engine   with 4-speed automatic   transmission.       Versatile               tank configurations       are available   on   this     ULEV         certified     vehicle.","",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Truck,Dedicated
93,3,1,219,"",9,Econoline,2001,"","",11.0,mpg,14.0,mpg,"","",electronic 4-speed automatic,Triton,5.4 L,8,"","","","","","","","The Ford E-Series vans come in a variety of different models   including: the E-250 Regular Van, E-350 Regular Van, E-350 Extended Van, E-350 Super Duty and Super Duty Extended Vans, and E-350 Super Duty and Super Duty Extended Wagons.   Specifications listed below reflect the E250 Regular Van.","",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
138,11,5,219,"",29,Explorer Sport FFV,2001,"","",12.0,mpg,16.0,mpg,16.0,21.0,5-speed auto with o/d,SOHC,4.0 Liter,6,"","","","","","","",This two door flex-fuel Sport Utility Vehicle is available in 4*2 and 4*4 models.,"",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
97,55,3,219,"",25,F-150,2001,"","",10.0,mpgge,13.0,mpgge,11.0,14.0,Automatic,Triton modular,5.4 L,8,"","","","","","","","The Ford F-Series is offered as a bi-fuel propane (LPG)                       pickup in the 2001 model year.  It   has     two     separate             fuel systems, allowing     it   to run   on   either     propane     or   gasoline.     Engines   are   specially     upgraded   for     durability             when   using   fuels like   propane.       The   F-Series     bi-fuel       propane     is   offered   in   the F-150     Regular   or   SuperCab       4*2 or     4*4 with 7700#     payload     group.   Short     Box (SuperCab)       and   long   (Regular     Cab)   configurations       available.","",Ford,http://www.fordvehicles.com,LPG,Propane,Truck,Dual/Bi-Fueled
87,3,1,219,"",25,F-150,2001,"","",11.0,mpgge,15.0,mpgge,11.0,14.0,"4-speed automatic, overdrive",Triton,5.4 L,8,"","","","","","","",The 2001 F-Series Natural Gas Vehicle comes in F-150 Regular                         Cab 4x2 Work Series XL model   with       standard         7700#       payload   group.   powered     by   the   5.4-liter       natural     gas     Triton       V8 with   electronically       controlled         4-speed       automatic         overdrive     transmission.       This     vehicle     meets(SULEV)emissions               standards in California.,"",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Truck,Dedicated
95,3,3,219,"",25,F-150,2001,"","",12.2,mpg,18.5,mpg,11.0,14.0,automatic,Triton modular,5.4 L,8,"","","","","","","","The Ford F-Series is offered as a bi-fuel compressed natural                 gas (CNG) pickup in the 2001 model year.       It     has     two separate fuel systems, allowing     it   to run   on   either     CNG or gasoline. The   F-Series     bi-fuel    CNG    is offered     in the   F-150 Regular   Cab   4x2 and   4x4 as   well as   the   SuperCab     4x2 and   4x4.Short   box (SuperCab)   and   long   box   (Regular     Cab) configurations   are     also available.","",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Truck,Dual/Bi-Fueled
94,55,3,219,"",25,F-Series Super Duty,2001,"","","","","","","","",4-speed automatic,Triton,6.8 L,10,"","","","","","","","The Bi-Fuel Propane Ford F-Series Super Duty is a full-size                   truck which runs on either propane   or   reformulated               gasoline. Available in   F-350,   F-450     and   F-550   chassis     cabs   in   4*2 or   4*4,   as well   as regular     and Crew   Cab     models.     A variety   of   wheelbase   lengths   are     avaiable     in the     different   models.   Gross   vehicle     weight   ratings     for F-Series     Super     Duty trucks     range from     11,200 to     19,000   pounds. MSRP reflects   the F-450   Super Duty Chassis     Cab.","",Ford,http://www.fordvehicles.com,LPG,Propane,Truck,Dual/Bi-Fueled
92,41,1,219,"",25,Ranger EV(Lead Acid),2001,"","",38.0,kWh/100miles,44.0,kWh/100miles,"","",single-speed,"High Efficiency, liquid cooled, 3-phase 67 kW AC induction","","","",Lead Acid,8 volts,"",6 hours,"","",The 2001 Electric Ranger is a battery powered compact     pickup     truck.         This     Zero   emission         vehicle   is powered     by a     fourth           generation         lead acid   battery     and     is available           for   lease     only     at $599   per month.,"",Ford,http://www.fordvehicles.com,ELEC,Electric,Truck,Dedicated
167,11,5,219,"",25,Ranger FFV,2001,160,"",12.0,mpgge,16.0,mpgge,17.0,22.0,4-Speed Automatic,"",3.0 L,6,"","","","","","","",The 2001 Ranger FFV is available in 4*2 and 4*4 Super Cab models. It has a 3.0 L V6 engine and comes standard with 4-wheel anti-lock brakes and dual second generation airbags.,"",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
86,11,5,219,"",27,Taurus FFV,2001,"","",14.0,mpgge,20.0,mpgge,18.0,27.0,Automatic overdrive,Vulcan,3.0 L,6,"","","","","","","","This LX model ethanol Taurus is a mid-size sedan. It is                 an advanced flexible-fuel vehicle (FFV) and     operates             on either ethanol (E-85, unleaded     gasoline,     or   any   combinaton   of the 2 fuels.)     On board   sensors     monitor   the     fuel   mixture   and the   on board   computer   adjusts   spark       timing   and fuel   flow to   optimize   performance.     The   Flexible-fuel     Taurus is   available     in a wagon or     3 sedan models.   Sticker Price   reflects     the LX   model.","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
104,41,1,317,"",27,EV1-Lead Acid,2001,"","",26.0,kWh/100miles,26.0,kWh/100miles,"","",single speed w/dual reduction,"Three Phase, Alternating Current, AC Induction","","","",Lead acid,312 V,22-24 hrs,5.5-6 hrs,"","","Electric Powered, Zero emission vehicle powered by a lead-acid battery.","",General Motors EV,"",ELEC,Electric,Sedan/Wagon,Dedicated
105,41,1,317,"",27,EV1-NiMH,2001,"","",34.0,kWh/100miles,30.0,kWh/100miles,"","",single speed w/dual reduction,"","","","",Nickel - Metal Hydride,343,"",6-8 hrs,"","","Electric Powered, Zero emission vehicle powered by a nickel-metal     hydride battery.","",General Motors EV,"",ELEC,Electric,Sedan/Wagon,Dedicated
134,55,1,213,"",25,GMC Sierra,2001,"","","",mpgge,"",mpgge,"","","",Vortec 6000,"",8,"","","","","","","","Dedicated Propane medium-duty pickup truck. Available in   regular or extended cab, two-wheel or four-wheel drive.","",GMC,http://www.gmc.com,LPG,Propane,Truck,Dedicated
99,3,1,213,"",25,GMC Sierra CNG,2001,"","","",mpgge,"",mpgge,"","","",Vortec 6000 V8,"",8,"","","","","","","","Dedicated CNG medium-duty pickup truck. Available in regular     or extended cab, two-wheel or four-wheel drive.","",GMC,http://www.gmc.com,CNG,CNG - Compressed Natural Gas,Truck,Dedicated
102,55,1,213,"",25,Medium Duty Truck,2001,"","","","","","","","",Manual 5 or 6 Speed/Automatic,Vortec 8100,8.1 L,8,"","","","","","","","Ideal for heavy and large cargo assignments, this was one                   of the first Propane Medium Duty trucks     ever       offered       by an original equipment   manufacturer.       Its   chassis     can   be customized   as   an open   bed   or closed   box, and     as a school     bus.   This   vehicle is California Low NOX certified.","",GMC,http://www.gmc.com,LPG,Propane,Truck,Dedicated
110,3,3,213,"",9,Savana,2001,"","","","","","","","",4 Speed Automatic,Vortec 5700,5.7 L,8,"","","","","","","","This van can be customized to fit specific fleet requirements,                 and provide enough room for up to   15   passengers             or 316.8 cubic feet of cargo.   The   Savana     runs   on   compressed     natural   gas, but   can   switch   to conventional       gas when     the   CNG tank   is depleted. Available in G2500 and G3500 models.","",GMC,http://www.gmc.com,CNG,CNG - Compressed Natural Gas,Van,Dual/Bi-Fueled
98,11,5,213,"",25,Sonoma FFV,2001,"","",16.0,mpg,20.0,mpg,22.0,28.0,4-speed automatic/5 spd manual,Vortec 2200,2.2 L,4,"","","","","","","","The flexible fuel Sonoma pickup is available in either a 5-speed manual transmission with overdrive,   or   a   4-speed automatic. Body styles for the Sonoma include a 2WD Regular and Extended Cab version, and 2WD Regular Cab Long Box model.","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
203,3,1,209,"",27,Civic GX,2001,200,"",30.0,mpg,34.0,mpg,30.0,38.0,"electronic, 4-speed automatic",SOHC VTEC-E,1.7 L,4,"","","","","","","","4-door compact sedan, dual air bags","",Honda,http://automobiles.honda.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dedicated
139,45,9,209,"",27,Insight,2001,"","",61.0,mpg,70.0,mpg,"","",Manual 5-Speed or CVT,VTEC E 12-valve and a permanent magnet electric motor,1.0 liter,3,"",Nickel-metal hydride,144,"","","","","This gasoline-electric hybrid vehicle is not EPACT compliant, but does meet California ULEV standards. Combining an efficient 1.0 liter, 3-cylinder gasoline engine with an electric motor powered by advanced nickel-metal hydride batteries, the Insight can travel up to 700 miles before needing to be re-fueled. Available in a 5-speed manual transmission or continuously variable transmission (CVT) starting spring 2001.","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
137,11,5,229,"",25,B3000 FFV,2001,"","",12.0,mpgge,16.0,mpgge,17.0,21.0,A/T 5 Speed overdrive,SOHC 60 degree V6,3.0,6,"","","","","","","","A light duty flex-fuel pickup with a 3.0 liter, V6 Engine. This flex-fuel vehicle is offered as a Cab Plus 4 door 4*4.","",Mazda,http://www.mazdausa.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
131,41,1,217,"",27,Altra EV,2001,"","",26.0,kWh/100miles,29.0,kWh/100miles,"","",transaxle w/2-stage gear set,Permanent Magnet Synchronous Motor,"",0,"",Lithium-ion,345V,"",5 hours,"","",The Nissan Altra EV is a four-passenger electric wagon                     powered by lithium-ion battery technology.       The     Altra       EV   is available for lease   to   fleets in the state of California.   Monthly       lease     price is $599   per month.,"",Nissan,http://www.nissanusa.com,ELEC,Electric,Sedan/Wagon,Dedicated
570,41,1,217,"",27,Hypermini (CA only),2001,"","","",kWh/100miles,"",kWh/100miles,"","","",Neodymium Magnet AC Synchronous,"","","",Lithium-ion,"","",4 hrs,"",The Hypermini in only available for lease by select commercial fleets in California.,This two passenger electric vehicle is powered by lightweight lithium-ion batteries. The Hypermini in only available for lease by select commercial fleets in California.,"",Nissan,http://www.nissanusa.com,ELEC,Electric,Sedan/Wagon,Dedicated
130,41,1,319,"",9,Citivan,2001,"","","",kWh/100miles,"",kWh/100miles,"",0.0,Type Single-speed automatic,70kW Solectria AC Induction Direct-Drive,"","","",Lead Acid,312,"",15 hrs,"","",This delivery van is powered by a 70kW Solectria AC Induction    Direct-Drive motor with regenerative  braking and a single-speed     automatic     drive     system.     It is   ideal       for     demanding     applications     in   urban     environments.,"",Solectria,http://www.solectria.com,ELEC,Electric,Van,Dedicated
128,41,1,319,"",25,Flash,2001,45,"","","","","",0.0,0.0,"single-speed, fixed ratio",34kW AC Induction Drive,"","","","Sealed, maint.-free, lead-acid",144V nominal,6 hours,3 hours,"","","All-electric, emission-free, micro pickup truck. Standard       Equipment includes a high-efficiency 34kW AC induction       drive system with direct drive and regenerative   braking,     sealed, maintenance-free lead-acid batteries;     onboard   charger for  3 hour full recharge.","",Solectria,http://www.solectria.com,ELEC,Electric,Truck,Dedicated
129,41,1,319,"",27,Force,2001,85,"",13.7,kWh/100miles,"",kWh/100miles,30.0,34.0,"single-speed, fixed ratio","","","","",Nickel Cadmium,156V nominal,0,6 hours,"","","All-electric available with Lead Acid, Nickel Cadmium or               Nickel Metal hydride batteries, emission-free,4-passenger,              4-door sedan. Automatic Direct-Drive       and   regenerative     braking, range-power   control,     dual airbags,     power-assist   brakes,   electric   heater/defroster.","",Solectria,http://www.solectria.com,ELEC,Electric,Sedan/Wagon,Dedicated
121,3,1,221,"",27,Camry CNG,2001,"","","","","","","","",4-speed automatic,16-valve DOHC,2.2L,4,"","","","","","","",4 door sedan,"",Toyota,http://www.toyota.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dedicated
123,41,1,221,"",27,E-COM,2001,"","","",kWh/100miles,"",kWh/100miles,"","","",Permanent-Magnet,"","","","","","","","","","Toyota's new electric concept car, the e-com. Ideal for   universities, resorts, planned communities, corporate campuses.   It uses 24 sealed nickel-metal hydride batteries   which provide a range of about 60   miles.","",Toyota,http://www.toyota.com,ELEC,Electric,Sedan/Wagon,Dedicated
140,45,9,221,"",27,Prius Hybrid,2001,"","",52.0,mpg,45.0,mpg,"","",ECVT,(DOHC)16 valve with (VVT-i) and electric permanent magnet,1.5 liter,4,"",Nickel-metal hydride,273.6,"","","","","The Prius is a gasoline-electric hybrid vehicle that can travel up to 615 miles on a single tank of gas. Although it does not comply with EPACT, the Prius does satisfy Super Ultra Low Emission Vehicle (SULEV) standards. Available with an electronically controlled continuously variable transmission (ECVT), Prius seats up to 5 passengers.","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
122,41,1,221,"",29,RAV4-EV,2001,"","",29.0,kWh/100miles,37.0,kWh/100miles,22.0,26.0,single speed,Permanent-Magnet 50 kW DC,"","","",Nickel-metal hydride,288,"",6-8 hours,"","",Toyota is marketing an electric version of its 4-door RAV4                   sports-utility vehicle to fleet users.        The     RAV4-EVs       will be among the first   mass-produced       vehicles     to   use   advanced nickel-metal     hydride     batteries.,"",Toyota,http://www.toyota.com,ELEC,Electric,SUV,Dedicated
67,3,3,215,"",27,Chevrolet Cavalier,2000,"","",20.0,mpgge,27.0,mpgge,23.0,29.0,3-speed automatic,L4 LN2,2.2 L,4,"","","","","","","","The Bi-Fuel Chevrolet Cavalier sedan combines comfort and     sporty styling with the advantages of environmentally     conscious natural gas operation.  This alternative   fuel   vehicle operates on compressed natural gas (CNG),   and   switches over to gasoline when the CNG tank is   depleted.    Cavalier also provides a comprehensive safety   package   including 4-wheel anti-lock brakes, dual   front air bags, and daytime   running lamps.","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dual/Bi-Fueled
68,3,3,215,"",25,Chevrolet C/K,2000,"","","",mpgge,"",mpgge,15.0,18.0,4-speed automatic,Vortec 5700,5.7 L,8,"","","","","","","","This hardworking four-wheel drive truck is ideal for businesses     required by legislation to integrate Alternative     Fuel or Low Emission Vehicles into their fleets.    The   bi-fuel system has been designed and developed by   IMPCO   Technologies, Inc., to meet GM's strict fuel   storage,   handling and control specifications and to maximize   engine   performance.  The Chevrolet C/K Pickup   also provides   a comprehensive safety package including   4-wheel anti-lock brakes, driver air bag, and daytime running   lights.","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Truck,Dual/Bi-Fueled
71,3,3,215,"",25,Chevrolet Crew Cab,2000,"","","",mpgge,"",mpgge,"","",4-speed automatic,Vortec 5700,5.7 L,8,"","","","","","","","Chevrolet's innovative alternative fuel vehicle, the    4WD   Bi-Fuel Crew Cab Pickup, operates on Compressed     Natural   Gas (CNG), then switches over to regular   gasoline     when the CNG tank is empty.  The CNG tank isn't     just   an add-on, it's part of an integrated fuel system     designed   specifically to maximize the performance     of Chevrolet's Vortec 5700 V8 engine","",Chevrolet,http://www.chevrolet.com,CNG,CNG - Compressed Natural Gas,Truck,Dual/Bi-Fueled
579,41,1,215,"",25,Chevrolet S-10 NiMH,2000,"","",94.0,kWh/100miles,86.0,kWh/100miles,16.0,21.0,single-speed,"","","","",Nickel - Metal Hydride,"",Not recommended,"","","","This electric version of the Chevy S-10 pickup operates             on nickel-metal hydride batteries and has dual   air bags, air     conditioning and 4-wheel ABS brakes.","",Chevrolet,http://www.chevrolet.com,ELEC,Electric,Truck,Dedicated
578,41,1,215,"",25,Chevrolet S-10 PbA,2000,"","",45.0,kWh/100miles,41.0,kWh/100miles,16.0,21.0,single-speed,"","","","",lead-acid,312V,Not recommended,3.5-4 hours,"","","This electric version of the Chevy S-10 pickup operates on lead-acid batteries and has dual air bags, air conditioning     and 4-wheel ABS brakes.","",Chevrolet,http://www.chevrolet.com,ELEC,Electric,Truck,Dedicated
76,11,5,215,"",25,S-10 FFV,2000,"","",17.0,mpg,22.0,mpg,17.0,22.0,4-speed automatic/5 spd manual,Vortec 2200,2.2 L,4,"","","","","","","","The Chevy S-10 is available in either a 5-speed manual    transmisison with overdrive, or a 4-speed automatic  Available   in extended cab","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
77,11,5,223,"",9,Town and Country FFV,2000,"","",13.0,mpg,18.0,mpg,18.0,25.0,4-speed automatic,"",3.3 L,6,"","","","","","","",E85 capability is standard on this Flexible Fuel 4-speed     automatic transmission Minivan. All vehicle equipped     with the optional 3.3-liter V6 engine are ethanol     (E85) compatible.,"",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
79,41,1,223,"",9,Voyager EPIC,2000,"","",67.0,kWh/100miles,73.0,kWh/100miles,20.0,26.0,single-speed,"","","","",nickel metal hydride,360 volts,"",8-10 hours,"","",The Epic Minivan is manufactured by Dodge and Plymouth and         is electric powered.,"",Chrysler,http://www.chrysler.com,ELEC,Electric,Van,Dedicated
75,41,1,225,"",9,Caravan EPIC,2000,"","",67.0,kWh/100miles,"",kWh/100miles,"",26.0,single-speed,"","","","",nickel metal hydride,336,"",8-10 hours,"","","","",Dodge,http://www.dodge.com,ELEC,Electric,Van,Dedicated
74,11,5,225,"",9,Caravan FFV,2000,"","",13.0,mpg,18.0,mpg,18.0,25.0,4-speed automatic,"",3.3 L,6,"","","","","","","",E85 capability is standard on this Dodge Flexible Fuel 4-speed   automatic transmission Minivan. All vehicle equipped   with the optional 3.3-liter V6 engine are ethanol   (E85) compatible.,"",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
54,3,1,225,"",9,Ram Cargo Van,2000,"","",12.0,mpg,16.0,mpg,15.0,17.0,4-speed automatic,CNG,5.2 L,8,"","","","","","","",Ram Cargo Van comes in two load ranges - 2500 and   3500 - and in two body lengths - a 127.2-inch wheelbase with a 210.6-inch body for the Ram Ran and a 127.2-inch wheelbase with a 236.6-inch body for the Ram Maxi Van. Specifications below are for the 2500 Ram Van.,"",Dodge,http://www.dodge.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
55,3,1,225,"",9,Ram Wagon,2000,"","",12.0,mpg,16.0,mpg,15.0,17.0,4-speed automatic,CNG,5.2 L,8,"","","","","","","",The Ram Wagon is available in an 8 or 15 passenger models. The specifications below are for the 8 passenger model.,"",Dodge,http://www.dodge.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
63,3,3,219,"",27,Contour,2000,"","",24.0,mpgge,32.0,mpgge,24.0,32.0,4-speed automatic,Zetec GFP,2.0 L,4,"","","","","","","","The compact, 4-door Contour Natural Gas Vehicle (NGV) allows     drivers the flexibility of running on natural gas     or gasoline.  There are two separate fuel systems,   enabling operation on one fuel or the other.  The engine   is specially   upgraded for durability when using gaseous   fuels   like natural gas.  The Contour NGV also comes   equipped   with solenoid valves.  In the event of a   crash, the solenoid   valves will stop the fuel flow.","",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dual/Bi-Fueled
